Country,SDGi,Life Expectancy,HDI,Per Capita GDP,Region,Income Group,Population,Cropland Footprint,Grazing Footprint,Forest Product Footprint,Carbon Footprint,Fish Footprint,Built up land,Total Ecological Footprint (Production),Cropland Footprint,Grazing Footprint,Forest Product Footprint,Carbon Footprint,Fish Footprint,Built up land,Total Ecological Footprint (Consumption),Cropland,Grazing land,Forest land,Fishing ground,Built up land,Total biocapacity ,Ecological (Deficit) or Reserve,Number of Earths required,Number of Countries required,Year,Other renewables,Biofuels consumption,Solar consumption,Wind consumption,Hydro consumption,Nuclear consumption,Gas consumption,Coal consumption,Oil consumption,CO2 emissions,Urbanization
Senegal,58.6,69,0.51,3368.27,Africa,LM, 16.3 ,0.3,0.2,0.2,0.2,0.4,0.0,1.3,0.4,0.2,0.2,0.3,0.2,0.0,1.3,0.3,0.2,0.4,0.1,0.0,1.0,(0.3),0.8,1.3,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,12713010,0.48
Serbia,75.5,76,0.81,18269.6,Other Europe,UM, 8.8 ,1.2,0.0,0.5,2.0,0.0,0.1,3.9,0.9,0.1,0.6,1.9,0.0,0.1,3.6,1.2,0.0,0.5,0.0,0.1,1.9,(1.7),2.3,1.9,2019,0,0,0,0,0,0,0,0,0,44278484,0.56
Sierra Leone,52.6,60,0.48,1705.19,Africa,LI, 7.8 ,0.3,0.1,0.3,0.0,0.1,0.0,0.9,0.4,0.1,0.3,0.1,0.1,0.0,1.0,0.3,0.3,0.1,0.2,0.0,0.9,(0.1),0.6,1.2,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1003936.06,0.42
Singapore,71.9,84,0.94,98283.3,Asia-Pacific,HI, 5.8 ,0.0,0.0,0.0,2.9,0.0,0.1,3.0,0.6,0.2,0.2,5.2,0.4,0.1,6.8,0.0,0.0,0.0,0.0,0.1,0.1,(6.7),4.4,62.3,2019,2.4269593,0,0.51301026,0,0,0,125.487816,5.3252683,795.9263,49000000,1
Slovakia,78.0,78,0.86,32817.9,EU-28,HI, 5.5 ,0.8,0.1,1.1,2.0,0.0,0.1,4.2,0.8,0.2,0.9,2.5,0.0,0.1,4.6,0.8,0.1,1.6,0.0,0.1,2.6,(1.9),2.9,1.7,2019,5.404402,1.7703333,1.5525877,0.015815832,11.482295,38.65534,47.522778,31.427668,47.017704,33831316,0.54
Slovenia,79.8,82,0.92,39262.2,EU-28,HI, 2.1 ,0.3,0.2,1.3,2.2,0.0,0.1,4.1,0.7,0.2,1.2,2.9,0.1,0.1,5.2,0.3,0.2,1.9,0.0,0.1,2.4,(2.8),3.4,2.1,2019,0.81788105,1.0989283,0.7988025,0.016211223,11.807561,14.724686,8.56711,12.19452,29.976591,14039440,0.55
Solomon Islands,,70,0.57,2378.38,Asia-Pacific,LI, 0.7 ,,,,,,,7.2,,,,,,,1.7,,,,,,3.6,1.9 ,1.1,0.5,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,293120,0.24
Somalia,45.1,57,,1174.91,Africa,LI, 15.4 ,0.1,0.4,0.4,0.0,0.0,0.0,0.8,0.2,0.3,0.4,0.0,0.0,0.0,1.0,0.1,0.4,0.1,0.2,0.0,0.8,(0.2),0.6,1.2,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,637536,0.46
South Africa,63.4,66,0.74,13659.4,Africa,UM, 58.6 ,0.5,0.2,0.3,2.6,0.1,0.0,3.6,0.5,0.1,0.2,2.4,0.1,0.0,3.4,0.5,0.5,0.0,0.2,0.0,1.2,(2.1),2.2,2.8,2019,1.3730947,0.69290274,12.924172,17.48177,1.9532555,33.520515,42.61174,1044.748,330.3944,464113900,0.67
South Sudan,39.0,56,0.39,827.107,Africa,LM, 11.1 ,0.3,1.1,0.2,0.1,0.0,0.0,1.7,0.3,1.1,0.2,0.1,0.0,0.0,1.7,0.3,1.1,0.4,0.0,0.0,1.9,0.1 ,1.1,0.9,2019,0,0,0,0,0,0,0,0,0,1780704,0.2
Spain,79.4,84,0.91,40875.3,EU-28,HI, 46.7 ,0.8,0.1,0.3,1.7,0.5,0.1,3.5,0.9,0.2,0.3,2.1,0.5,0.1,4.0,0.8,0.1,0.4,0.1,0.1,1.5,(2.6),2.6,2.7,2019,17.994663,25.091244,39.825024,139.94131,59.27268,147.41031,359.74472,58.98408,735.607,250596060,0.81
Sudan,49.7,66,0.51,4229.53,Africa,LM, 42.8 ,0.4,0.5,0.2,0.2,0.0,0.0,1.3,0.4,0.5,0.2,0.2,0.0,0.0,1.2,0.4,0.5,0.2,0.0,0.0,1.2,(0.0),0.8,1.0,2019,0,0,0,0,0,0,0,0,0,21640606,0.35
Suriname,72.5,72,0.76,18507.2,South America,UM, 0.6 ,0.3,0.0,1.3,1.5,0.1,0.1,3.3,0.3,0.0,0.8,2.1,0.1,0.1,3.4,0.3,0.0,70.0,6.7,0.1,77.0,73.6 ,2.2,0.0,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2635786,0.66
Sweden,85.1,83,0.95,53402.4,EU-28,HI, 10.0 ,0.7,0.1,4.9,1.2,0.1,0.2,7.2,1.1,0.3,1.6,2.3,0.1,0.2,5.5,0.7,0.1,5.7,2.1,0.2,8.8,3.2 ,3.6,0.6,2019,41.613575,12.65844,1.7476497,52.315044,172.12164,167.27335,10.278999,22.514364,145.29596,40833570,0.88
Switzerland,80.5,84,0.96,71729.1,Other Europe,HI, 8.6 ,0.2,0.1,0.3,1.4,0.0,0.2,2.2,0.6,0.2,0.3,2.7,0.1,0.2,4.0,0.2,0.1,0.7,0.0,0.2,1.1,(2.8),2.6,3.5,2019,5.9438844,2.0805686,5.7411475,0.38485193,99.2021,63.94496,34.058334,1.0583333,123.53284,36720796,0.74
Syrian Arab Republic,57.5,72,0.58,,Middle East/Central Asia,LM, 17.1 ,0.5,0.1,0.0,0.4,0.0,0.0,1.1,0.6,0.1,0.0,0.6,0.0,0.0,1.3,0.5,0.1,0.0,0.0,0.0,0.7,(0.6),0.8,1.9,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Tajikistan,69.3,71,0.68,3592.58,Middle East/Central Asia,LI, 9.3 ,0.2,0.1,0.1,0.3,0.0,0.1,0.9,0.4,0.1,0.2,0.3,0.0,0.1,1.0,0.2,0.1,0.0,0.0,0.1,0.5,(0.6),0.7,2.1,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8691883,0.27
"Tanzania, United Republic of",57.5,67,0.55,2725.39,Africa,LI, 58.0 ,0.4,0.3,0.2,0.1,0.1,0.0,1.1,0.3,0.3,0.2,0.1,0.1,0.0,1.0,0.4,0.3,0.1,0.0,0.0,0.9,(0.1),0.7,1.2,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Thailand,74.2,79,0.80,18438.7,Asia-Pacific,UM, 69.6 ,0.7,0.0,0.2,1.2,0.1,0.1,2.4,0.4,0.0,0.2,1.5,0.2,0.1,2.4,0.7,0.0,0.2,0.2,0.1,1.2,(1.2),1.6,2.0,2019,40.177616,25.850122,13.564714,9.674019,16.632874,0,509.39563,198.45288,665.99725,281877440,0.51
Timor-Leste,,68,0.61,3626.67,Asia-Pacific,LM, 1.3 ,0.2,0.1,0.0,0.1,0.0,0.0,0.4,0.3,0.1,0.0,0.1,0.0,0.0,0.5,0.2,0.1,0.6,0.8,0.0,1.7,1.2 ,0.3,0.3,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Togo,55.4,61,0.54,2121.25,Africa,LI, 8.1 ,0.3,0.1,0.2,0.1,0.0,0.0,0.8,0.3,0.1,0.2,0.2,0.1,0.0,0.9,0.3,0.1,0.1,0.0,0.0,0.6,(0.3),0.6,1.5,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2318589,0.42
Tonga,,71,0.74,5888.07,Asia-Pacific,LM, 0.1 ,,,,,,,1.7,,,,,,,3.4,,,,,,1.3,(2.1),2.2,2.7,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,161216,0.23
Trinidad and Tobago,65.4,74,0.82,26827.3,Central America/Caribbean,HI, 1.4 ,0.0,0.0,0.1,6.6,0.1,0.0,6.8,0.4,0.2,0.3,5.2,0.1,0.0,6.1,0.0,0.0,0.1,1.2,0.0,1.4,(4.7),3.9,4.4,2019,0,0,0.016416833,7.11714E-05,0,0,174.73317,0,20.45355,40782852,0.53
Tunisia,70.0,76,0.75,11347.7,Africa,UM, 11.7 ,0.5,0.1,0.1,0.8,0.1,0.0,1.6,0.5,0.1,0.2,1.0,0.1,0.0,1.8,0.5,0.1,0.0,0.2,0.0,0.8,(1.0),1.2,2.2,2019,0,0,0,0,0,0,0,0,0,30353440,0.69
Turkey,70.4,78,0.84,28515.7,Middle East/Central Asia,UM, 83.4 ,0.7,0.1,0.2,1.6,0.0,0.0,2.7,0.9,0.1,0.3,1.9,0.0,0.0,3.3,0.7,0.1,0.5,0.0,0.0,1.5,(1.8),2.1,2.2,2019,33.888367,1.8093889,24.382292,57.281555,234.13437,0,433.61343,487.52646,576.5308,402692260,0.76
Turkmenistan,64.7,69,0.74,16409.2,Middle East/Central Asia,LM, 5.9 ,0.4,0.5,0.0,3.3,0.0,0.0,4.3,0.5,0.5,0.0,3.2,0.0,0.0,4.1,0.4,1.7,0.0,0.1,0.0,2.3,(1.9),2.7,1.8,2019,0,0,0.018346362,0,0.008313861,0,277.4699,0,72.412476,63177750,0.52
Uganda,54.7,63,0.53,2563.79,Africa,LI, 44.3 ,0.3,0.1,0.5,0.0,0.1,0.0,1.1,0.3,0.1,0.5,0.1,0.1,0.0,1.1,0.3,0.1,0.0,0.0,0.0,0.5,(0.6),0.7,2.1,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5761237,0.24
Ukraine,75.0,72,0.79,12902.8,Other Europe,LM, 44.0 ,,,,,,,3.9,,,,,,,2.8,,,,,,3.0,0.2 ,1.8,0.9,2019,1.2989081,0.99011105,7.7307796,5.325191,17.155699,209.9527,282.9769,303.2639,128.96898,221943170,0.69
United Arab Emirates,69.0,80,0.92,70180,Middle East/Central Asia,HI, 9.8 ,0.0,0.0,0.0,6.8,0.1,0.0,7.0,0.9,0.8,0.6,6.4,0.3,0.0,8.9,0.0,0.0,0.1,0.5,0.0,0.6,(8.3),5.7,15.9,2019,0,0,9.636588,0,0,0,671.89136,20.668407,516.8707,219775680,0.87
United Kingdom,80.9,81,0.94,47568,EU-28,HI, 67.5 ,0.4,0.1,0.1,1.7,0.1,0.1,2.6,0.8,0.3,0.4,2.3,0.1,0.1,3.9,0.4,0.1,0.2,0.3,0.1,1.1,(2.7),2.5,3.4,2019,119.83599,19.070885,32.733635,168.267,15.63896,142.11565,778.73755,68.912865,853.756,364753280,0.84
United States of America,74.4,79,0.93,62417.6,North America,HI, 329.1 ,1.7,0.2,0.9,4.7,0.1,0.0,7.7,1.3,0.3,0.9,5.1,0.1,0.0,7.8,1.7,0.2,1.5,0.3,0.0,3.7,(4.1),5.0,2.1,2019,234.43285,415.87015,284.61578,787.8162,752.48486,2155.1316,8509.999,3150.46,10287.683,5262145000,0.82
Uruguay,76.7,78,0.82,22660.8,South America,UM, 3.5 ,1.3,4.2,3.0,0.6,0.2,0.1,9.4,0.4,0.5,0.2,0.8,0.1,0.1,2.0,1.3,4.9,1.3,2.2,0.1,9.7,7.7 ,1.3,0.2,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6409332,0.95
Uzbekistan,68.6,71,0.73,7419.93,Middle East/Central Asia,LM, 33.0 ,0.5,0.2,0.0,1.2,0.0,0.1,1.9,0.6,0.2,0.1,1.2,0.0,0.1,2.1,0.5,0.2,0.1,0.0,0.1,0.8,(1.3),1.4,2.8,2019,0,0,0.017995777,0.0408575,17.033873,0,445.98196,20.912853,58.118244,108429110,0.5
Vanuatu,,70,0.61,2780.45,Asia-Pacific,LM, 0.3 ,,,,,,,4.6,,,,,,,2.0,,,,,,2.0,0.0 ,1.3,1.0,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,164880,0.25
"Venezuela, Bolivarian Republic of",61.3,72,0.72,,South America,UM, 28.5 ,0.2,0.6,0.1,1.0,0.1,0.0,2.1,0.4,0.6,0.1,1.0,0.1,0.0,2.2,0.2,0.6,1.8,0.3,0.0,2.9,0.7 ,1.4,0.8,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Viet Nam,72.0,74,0.70,10131.7,Asia-Pacific,LM, 96.5 ,0.4,0.0,0.3,1.1,0.1,0.1,2.1,0.5,0.0,0.4,1.2,0.1,0.1,2.3,0.4,0.0,0.2,0.2,0.1,0.8,(1.5),1.5,2.9,2019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Yemen,52.0,65,0.46,2097.44,Middle East/Central Asia,LM, 29.2 ,0.1,0.1,0.0,0.1,0.1,0.0,0.4,0.2,0.1,0.0,0.2,0.1,0.0,0.6,0.1,0.1,0.0,0.2,0.0,0.4,(0.3),0.4,1.7,2019,0,0,0,0,0,0,0,0,0,11837194,0.37
Zambia,54.5,63,0.58,3383.31,Africa,LM, 17.9 ,0.3,0.1,0.6,0.1,0.0,0.1,1.3,0.3,0.1,0.6,0.2,0.0,0.1,1.3,0.3,0.7,0.7,0.0,0.1,1.8,0.5 ,0.9,0.7,2019,0,0,0,0,0,0,0,0,0,7750827,0.44
Zimbabwe,56.1,61,0.60,2200.74,Africa,LI, 14.6 ,0.3,0.3,0.3,0.2,0.0,0.0,1.0,0.2,0.3,0.3,0.3,0.0,0.0,1.1,0.3,0.3,0.1,0.0,0.0,0.7,(0.4),0.7,1.5,2019,0,0,0,0,0,0,0,0,0,10262950,0.32
Afghanistan,52.5,62,0.48,,Middle East/Central Asia,LI, 40.8 ,0.3,0.1,0.0,0.1,0.0,0.0,0.7,0.4,0.1,0.1,0.2,0.0,0.0,0.8,0.3,0.1,0.0,0.0,0.0,0.5,(0.3),0.5,1.6,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10557803,0.27
Albania,71.6,76,0.80,14888.8,Other Europe,UM, 2.9 ,0.6,0.2,0.1,0.6,0.0,0.1,1.6,0.8,0.2,0.2,0.7,0.0,0.1,2.1,0.6,0.2,0.2,0.1,0.1,1.2,(0.9),1.4,1.8,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5173371,0.64
Algeria,71.5,76,0.75,11136.7,Africa,UM, 45.4 ,0.4,0.1,0.1,1.2,0.0,0.0,1.8,0.7,0.2,0.1,1.2,0.0,0.0,2.2,0.4,0.2,0.0,0.0,0.0,0.7,(1.6),1.5,3.4,2022,0,0,1.6920305,0.04171417,0.04171417,0,503.38748,2.17481,226.85338,184558080,0.75
Angola,50.9,62,0.59,6303.51,Africa,LM, 35.0 ,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.2,0.1,0.1,0.3,0.1,0.1,0.9,0.2,0.8,0.4,0.2,0.1,1.6,0.7 ,0.6,0.5,2022,0,0,0,0,0,0,0,0,0,20250226,0.68
Antigua and Barbuda,,78,0.79,18748.8,Central America/Caribbean,HI, 0.1 ,,,,,,,1.5,,,,,,,2.9,,,,,,0.9,(2.0),1.9,3.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,618115,0.24
Argentina,72.8,75,0.84,22116.9,South America,UM, 46.0 ,1.8,0.8,0.2,1.3,0.2,0.1,4.5,0.9,0.5,0.2,1.4,0.1,0.1,3.2,1.8,1.2,0.6,1.5,0.1,5.2,2.0 ,2.1,0.6,2022,7.5106187,13.999567,7.665182,36.930042,59.363388,18.686298,458.52835,14.891581,411.80594,204080690,0.92
Armenia,71.1,72,0.76,13548.2,Middle East/Central Asia,LM, 3.0 ,0.4,0.2,0.2,0.8,0.0,0.1,1.7,0.7,0.2,0.3,1.1,0.0,0.1,2.3,0.4,0.3,0.1,0.0,0.1,0.8,(1.5),1.5,2.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7164562,0.64
Australia,75.6,83,0.95,53052.8,Asia-Pacific,HI, 26.1 ,1.8,2.1,0.9,5.1,0.0,0.0,9.9,0.1,0.5,0.9,4.3,0.1,0.0,5.8,1.8,4.5,1.9,2.8,0.0,11.0,5.2 ,3.8,0.5,2022,10.172233,1.3496528,97.88252,78.34518,43.436844,0,432.26855,429.00577,568.55524,384362140,0.86
Austria,82.3,81,0.92,55459.6,EU-27,HI, 9.1 ,0.6,0.1,1.1,2.4,0.0,0.2,4.4,1.0,0.3,1.0,3.2,0.0,0.2,5.6,0.6,0.1,2.0,0.0,0.2,2.9,(2.7),3.7,1.9,2022,15.004816,4.6048346,9.885484,18.88904,88.58539,0,79.12825,28.638159,135.03307,61489110,0.59
Azerbaijan,73.5,69,0.75,14691.8,Middle East/Central Asia,UM, 10.3 ,0.6,0.2,0.0,1.2,0.0,0.0,2.1,0.8,0.2,0.1,1.2,0.0,0.0,2.4,0.6,0.2,0.1,0.0,0.0,0.9,(1.4),1.6,2.5,2022,0.32767972,0,0.15877444,0.21717444,4.160205,0,136.16217,0.000777778,69.25949,40391480,0.57
Bahrain,64.3,79,0.88,49184,Middle East/Central Asia,HI, 1.8 ,0.0,0.0,0.0,8.0,0.1,0.1,8.2,0.5,0.4,0.2,6.8,0.2,0.1,8.2,0.0,0.0,0.0,0.4,0.1,0.6,(7.6),5.4,14.7,2022,0,0,0,0,0,0,0,0,0,35651996,0.9
Bangladesh,64.2,72,0.66,5681.27,Asia-Pacific,LI, 167.9 ,0.1,0.0,0.1,0.2,0.0,0.1,0.5,0.2,0.0,0.1,0.3,0.0,0.1,0.7,0.1,0.0,0.0,0.0,0.1,0.2,(0.4),0.4,2.7,2022,0.012321916,0,2.257758,0.01324686,2.0205986,0,286.87222,55.396626,171.40193,113862904,0.4
Barbados,70.3,78,0.79,14910,Central America/Caribbean,HI, 0.3 ,0.1,0.0,0.0,1.2,0.1,0.1,1.5,0.6,0.3,0.2,1.8,0.4,0.1,3.3,0.1,0.0,0.0,0.0,0.1,0.3,(3.1),2.2,12.8,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1143310,0.31
Belarus,76.0,72,0.81,18574,Other Europe,UM, 9.4 ,1.7,0.2,1.6,2.0,0.0,0.1,5.6,1.5,0.1,1.1,1.8,0.1,0.1,4.6,1.7,0.2,1.7,0.0,0.1,3.7,(0.9),3.0,1.2,2022,1.6625,0,0.54410917,0.45549554,0.96463996,11.721914,184.62439,10.879056,83.48042,59384360,0.8
Belgium,79.7,82,0.94,52749.4,EU-27,HI, 11.7 ,0.4,0.1,0.3,2.6,0.0,0.4,3.8,1.4,0.4,0.8,3.6,0.1,0.4,6.7,0.4,0.1,0.3,0.0,0.4,1.2,(5.5),4.4,5.8,2022,15.756082,8.616907,17.926657,32.20489,0.70679414,109.77655,145.53444,32.20125,331.76276,89002056,0.98
Belize,65.7,70,0.68,6121.78,Central America/Caribbean,UM, 0.4 ,0.5,0.2,0.2,0.4,5.2,0.0,6.4,0.2,0.3,0.3,1.7,5.1,0.0,7.5,0.5,0.2,1.8,0.9,0.0,3.3,(4.2),5.0,2.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,632438,0.46
Benin,51.2,60,0.53,3543.24,Africa,LI, 12.8 ,0.4,0.0,0.2,0.2,0.1,0.0,1.0,0.4,0.0,0.2,0.3,0.2,0.0,1.1,0.4,0.0,0.2,0.0,0.0,0.6,(0.5),0.7,1.8,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5792374,0.5
Bermuda,,79,,,North America,HI, 0.1 ,,,,,,,2.5,,,,,,,,,,,,,,,,,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,500886.03,1
Bhutan,70.5,72,0.67,11106.1,Asia-Pacific,LM, 0.8 ,0.3,0.3,2.7,0.6,0.0,0.2,4.1,0.6,0.3,2.8,0.8,0.0,0.2,4.7,0.3,0.3,4.0,0.0,0.2,4.9,0.2 ,3.1,1.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1635311,0.44
Bolivia,68.0,64,0.69,8441.65,South America,LM, 12.0 ,0.6,1.6,0.2,0.5,0.0,0.1,3.0,0.3,1.6,0.2,0.6,0.0,0.1,2.8,0.6,1.9,10.6,0.0,0.1,13.2,10.5 ,1.8,0.2,2022,0,0,0,0,0,0,0,0,0,22378240,0.71
Bosnia and Herzegovina,71.7,75,0.78,14964.4,Other Europe,UM, 3.2 ,0.8,0.2,0.8,2.5,0.0,0.0,4.3,1.1,0.4,0.7,1.8,0.3,0.0,4.3,0.8,0.3,1.1,0.0,0.0,2.2,(2.1),2.8,2.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20963358,0.5
Botswana,61.4,61,0.69,16519.3,Africa,UM, 2.4 ,0.1,0.4,0.1,0.9,0.0,0.0,1.6,0.3,0.3,0.2,1.3,0.0,0.0,2.2,0.1,1.9,0.6,0.2,0.0,2.9,0.7 ,1.5,0.8,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6595524,0.72
Brazil,72.8,73,0.75,14738.6,South America,UM, 215.4 ,0.8,0.8,0.7,0.7,0.0,0.2,3.3,0.5,0.6,0.4,0.7,0.1,0.2,2.6,0.8,0.8,6.1,0.2,0.2,8.2,5.6 ,1.7,0.3,2022,175.67726,241.95108,78.54375,212.8245,1113.5426,36.423683,319.8762,162.66177,1390.6998,483840580,0.88
Brunei Darussalam,67.1,75,0.83,64197.5,Asia-Pacific,HI, 0.4 ,0.0,0.0,0.1,8.1,0.1,0.0,8.4,0.4,0.2,0.2,6.8,0.3,0.0,7.9,0.0,0.0,1.4,1.2,0.0,2.6,(5.3),5.2,3.0,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Bulgaria,74.3,72,0.80,24490.1,EU-27,UM, 6.8 ,1.5,0.1,0.4,2.1,0.0,0.1,4.3,0.8,0.2,0.5,1.9,0.1,0.1,3.6,1.5,0.2,1.1,0.1,0.1,3.1,(0.5),2.4,1.2,2022,7.16201,2.1624696,5.4589176,3.9084208,9.915661,41.184612,27.0345,72.7073,59.94147,46965720,0.76
Burkina Faso,54.5,59,0.45,2281.2,Africa,LI, 22.1 ,0.3,0.1,0.3,0.1,0.0,0.0,0.8,0.3,0.1,0.3,0.1,0.0,0.0,0.9,0.3,0.1,0.2,0.0,0.0,0.7,(0.2),0.6,1.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6373887,0.32
Burundi,54.1,62,0.43,732.836,Africa,LI, 12.6 ,0.2,0.1,0.2,0.0,0.0,0.0,0.6,0.3,0.1,0.2,0.0,0.0,0.0,0.6,0.2,0.1,0.0,0.0,0.0,0.4,(0.2),0.4,1.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,707285,0.14
Cabo Verde,,74,0.66,6629.28,Africa,LM, 0.6 ,,,,,,,1.4,,,,,,,1.2,,,,,,0.4,(0.7),0.8,2.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Cambodia,63.8,70,0.59,4705.06,Asia-Pacific,LI, 17.2 ,,,,,,,1.2,,,,,,,1.3,,,,,,1.0,(0.3),0.9,1.3,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19608584,0.25
Cameroon,55.5,60,0.58,3767.17,Africa,LM, 27.9 ,0.5,0.1,0.2,0.1,0.0,0.1,1.0,0.5,0.1,0.2,0.1,0.1,0.1,1.0,0.5,0.1,0.7,0.1,0.1,1.4,0.4 ,0.7,0.7,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10045834,0.59
Canada,77.7,83,0.94,49516.2,North America,HI, 38.4 ,2.7,0.3,2.4,4.9,0.1,0.0,10.4,1.3,0.3,1.1,4.6,0.1,0.0,7.4,2.7,0.3,8.0,3.2,0.0,14.2,6.8 ,4.9,0.5,2022,29.123316,29.3853,18.38104,100.052414,1036.9233,216.73698,1238.1349,106.97667,1196.2596,550611650,0.82
Central African Republic,39.3,54,0.40,943.672,Africa,LI, 5.0 ,0.4,0.5,0.2,0.0,0.0,0.0,1.1,0.4,0.4,0.2,0.0,0.0,0.0,1.1,0.4,0.5,5.5,0.0,0.0,6.4,5.3 ,0.7,0.2,2022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,270523,0.43
Chad,41.3,53,0.39,1460.01,Africa,LI, 17.4 ,0.3,0.8,0.2,0.0,0.0,0.0,1.4,0.3,0.8,0.2,0.0,0.0,0.0,1.4,0.3,0.8,0.2,0.1,0.0,1.4,0.1 ,0.9,1.0,2022,0,0,0,0,0,0,0,0,0,3004705,0.24
